thread_id,title,author,startDate,replies,views,question
thread-70059,Can I crush tablets,Flumpybumps24,"Jan 8, 2015",3,"8,944","Hi I was diagnosed with Type 2 diabetes 4 years ago and was put on Glucophage (metformin powder sachets) as I am unable to swallow tablets. They have ceased to be made now and I have been given 850mg tablets which say i should not crush. My chemist says I can but the instructions say not to. I have crushed some and they are very bitter and make me gag.My GP says it is too expensive to prescribe me it in liquid form. I have now stopped taking any and do not feel too good. Any suggestions and are they safe to crush? catherinecherub said: The fact that they are slow release means that they work over a period of time so crushing them is not a good idea. This article tells you, Glucophage SR tablets are usually taken once or twice a day. These tablets should be swallowed whole with a drink either during or just after a meal. They must not be broken, crushed or chewed. Read more: http://www.netdoctor.co.uk/diabetes/medicines/glucophage.html#ixzz3OFHw74s3 Have you tried having a drink of water through a straw at hand and use this to help them go down? Click to expand... I got the mg wrong they are Metformin 500mg tablets but do not say slow release on them. I had read that some are slow release and some immediate release. If mine are immediate I would assume I could crush but as I say the instructions inside state do not crush. I have a bit of a phobia of swallowing all tablets so a straw and drink would not help unfortunately."
thread-51093,Sugar levels increasing?,sportagegirl,"Jan 10, 2014",5,"8,949",I have been a type 2 diabetic for several years now and is managed by medication. I watch what I eat and I rarely touch alchohol. I also suffer from Fibromyalgia which makes exercise difficult but I still manage to take gentle exercise. I have been taking my blood sugar levels and today my reading has come back at 9.9. Will the fact that I am sleeping quite poorly affect my sugar levels? What else can you suggest I can do to get this down before my next diabetic clinic as I do not want to go down the insulin route?
thread-75687,Had a toe amputated in the last couple of years?,Secudus,"Apr 19, 2015",35,"8,936","How was the post-op treatment you had in the hospital/community, what dressings were used, did you have NPWT, or Granulox, did you have a quick recovery with little or no hic-up's or did it turn into a long haul... I've a story to tell, one that appears to be the same as many I have spoken with in my time in NHS care, but I'd like to hear from others first before relating mine, would that be acceptable? Many thanks Stu. Thanks for the replies, I'm busy typing up what's been happening, hopefully it might give people yet to have this come about, some insight as to how I've been treated and what they feel they would do if it happens to them. Stu. That's good you do, one thing I think was very helpful was going on the DAFNE course ( http://www.dafne.uk.com/ ) in 2013... Thanks for the replies, and no, it's not a good story, but I think it should be brought out to show how things have gone since it started in late December 2012. I've had Type 1 diabetes since I was 2, so that's coming up to 53 years now. I had fright when my right foot went cold in the summer of 2003, which was quickly diagnosed as PAD, and after scans was shown I had a severe narrowing in my femoral artery, with more problems in both Anterior & Posterior Tibial arteries and the Peroneal. It also showed the arteries in the foot to be very restricted, in that it was like having a 3 core cable, turning into a single just below the ankle, ouch! As a consequence I had an Angioplasty on the Femoral aertery which gave me a breathing space of another 5 years, before it had a major shut down in 2008, which after a discussion with my Vascular Consultant, we decided it best to go for a bypass with the PTFE one, as it would be less invasive and allowed me to get back to work quicker than if I had a blood vessel taken from the left leg, That sorted it and is still working fine & dandy to this day! Between these two events I saw the same Consultant at least twice a year and then was changed to one yearly visit to check all was fine, I also had Doppler checks at the Diabetic Clinic at my GP Surgery. All this was duly put down in my medical notes, for all to see. And started looking after my feet a lot more than I had before Any whoo, back to December 2012... One day, I noticed that the right fifth toe seemed drier underneath than normal and put some Aqueous cream on it as I usually did each day after showering, and making a mental note to keep an eye on it. After a couple of days I hadn't notice it getting any better and as I was going into the Surgery to have a blood sample taken for the Diabetic Nurse in two weeks I thought I would ask the Nurse there who was also going to take a doppler and check my feet, what it might be, that was the Monday. It turned out it was athletes foot, and she said to get a cream from the chemist, which I did that day and started to look more closely at it day by day, by the end of that week it looked exactly the same, flaky. The second week, all seemed as before, flaky. But on the Wednesday night, I noticed there was a hair line crack in the skin, which looked a little red and decided to give the Doctor a bell the next morning to see what I should do. Got through at 8.30am and was told the Doctor would ring me around 12.00 - He rang and I asked him if I should be on antibiotics as I was worried about it leading to problems if nothing more was done with the bad circulation in my leg and foot. I was surprised by his answer, which basically was a lecture on why he wouldn't give me antibiotics for it could worsen things more than it would cure, he didn't need to see it as I was seeing the Diabetic Nurse the following Monday and keep an eye on it over the weekend. That was Thursday... Friday night I checked it again and the crack looked about the same, but there appeared to be a very slight darkening space about 2x3mm on the top of the toe, right side, low, which after a closer inspection and a rub with the towel, seemed to be nothing more than dye from the new socks I had been wearing that day... Saturday, had to go to work again, came home and got ready to shower, that little dark area was now back again, but more pronounced and defined, like a black spot trying to form, ****, was not happy & decided to visit the local A&E next morning, opening at 11.00am, didn't sleep a wink! Sorry its so long, I'm a bit of a waffler when I write, will try to condense it... Stu... Ali H said: My Dad currently has foot and leg issues, we have regular District Nurse visits to dress them. He has neuropathy and cannot feel any injuries, his legs are constantly leaking fluid now and range from bright red and infected to scabby and under control. They put Inadine dressings on, the orange coloured ones, along with various other bits and bobs. What has happened to you dare I ask? Click to expand... Hi... You'll have to wait for what's happened to me, but I can relate to your fathers problems well. Inadine seems to be one of the NHS's cure all, I've had it many a time and it's something that made little difference to my problem, ever. That's not saying it's not worth trying it, but there must be some dressing changes made after a certain time period, especially if there's no visible positive change to the condition. In my time over the past 28 months there seems to be a marked reluctance of trying something else, at a cost to the patient's condition. Ali. Yes, you are lucky to have both a GP and Practice Nurse's that know what their doing, I've had some that can't put a VAC dressing on, without wrapping 300 foot of drape on your foot, trying to stop a air leak and still failing, or cleaning a diabetic chronic wound with tap water, and then saying that's what we always do... As a consequence I had an infection that put me back in hospital on a antibiotic drip for a week. My best wishes to your Dad and your family. Stu. Hi Ali. Funnily enough, it was staring her right in the face, I had my 5th right toe of the right foot removed on the 19th November 2014 and was having my dressing changed daily in the week at another surgery as I had to move from my home to my sisters as I wasn't allowed to drive and had to offload it as much as possible. The weekends were covered at the local hospital by community district nurses, and this is where I found a vast disparity in experience and knowledge of community nurses, not good. Things like not having sterile scissors, or tweezers with them, and not being able to get them from the hospital. On the occasion with the tap water, I brought all the dressings and an aerosol of saline solution put out for her to use, but because she didn't know how to alter the bed, while I was dealing with that I didn't notice where she got the water from to clean the wound. I only found that out after she had finished dressing the wound and while she was clearing up, I noticed there were no empty plastic tubes that are used to contain the saline solution, so asked what she had used as she didn't use the aerosol one I brought. She had used tap water, and didn't know the aerosol contained sterile saline, even though it was written all over it! I also had a ribbon packing dressing that had to be changed every day, as the little toe had been taken off back to the metatarsal, it left a hole nearly 25mm deep, that usually took a length of 100mm ribbon to fill it, and left around 80mm to remove the next day. On this occasion the nurse had washed the wound and then started to dry it, so I queried why she hadn't removed the ribbon, she said she had washed it all out, which patently she had not and I could still see it in there - She wouldn't have it and argued with me that it had all dissolved, in the end I relented as she said I was being aggressive, but then she started to try and pull it out, and then squeezed it, by then I had had enough and said to her to leave it alone and finish dressing it, I was amazed when she then opened the ribbon dressing and started to push it in on top of the old one! I let her finish, thanked her and left, when I got back to my sisters, I sterilized a pair of stainless steel tweezers, removed the outer dressing, removed the ribbon she had packed over the old one, removed that as well, cleaned the wound, repacked it with the remaining part that was left and redressed my foot. Luckily the next day was Monday, and could then have it done by the practice nurse at the surgery, who couldn't imagine how a supposedly proffessional nurse could make such a hashup of something that is basic Ali... Haven't been on Metronizadole, but flucloxacillin and I are close friends! I would have thought a drip would get to your Dads infections quicker that oral antibiotics, but what do I know. I tried to get the Vascular team to use ""Granulox"" but to no avail, basically was told that they don't change medication when it's having good effect and then said the NHS Podiatrist that had been using this in trials was probably getting a back hander from the manufacturer to promote it. Condescending Consultant!!! I actually contacted Mike Green and asked if there was any chance of him contacting my Podiatrist and seeing if there was a way I could have a trial, he said he would welcome a call from my Diabetic Podiatrist and gave me his email - I passed it on to him, but never got any confirmation he actually spoke with him! See here... https://woundcare-today.co.uk/support/uploads/1415203991case report document.pdf Ali... You should ask about using a VAC, either the KCI ACTIVAC unit which costs 140 for three days rental or the PICO VAC, that goes for 120 and works for 7 days. http://www.kci-medical.co.uk/cs/Satellite?blobcol=urldata&blobheadername1=Content-type&blobheadername2=Content-disposition&blobheadername3=MDT-Type&blobheadervalue1=application/pdf&blobheadervalue2=inline;+filename=409%2F759%2F11-0136+VLU+deck+by+Dr++Lantis%2C0.pdf&blobheadervalue3=abinary;+charset=UTF-8&blobkey=id&blobtable=MungoBlobs&blobwhere=1226678106234&ssbinary=true VAC NPWT is the dogs b#llicks for chronic wounds, everytime I've been allowed to have one my static wound has healed, visibly more in 3 days than it had in 4 weeks using the likes of Inadine or Iodoflex dressings. The problem is INSTEAD of following through until closure, they stop using NPWT after a week and because of the bad circulation the wound stalls under a carpet of slough that the two dressing above can't shift! Your Dad if he was allowed to use a VAC would have to get the infection under control and then get them to debride the affected area's before using a VAC. Your Dad could go home with either models, but if there is a lot of exudation they would use the KCI unit as it can collect the fluid in a canister, where the Smith & Nephew PICO hold's any exudation in the dressing. Just google about the use of NPWT and see the results, then ask your self why its not used more, especially in regard to diabetic ulcers, and then bloody push to get them to change what their using now as from what I've seen of all the people I've spoken to over the last 28 months of sitting in NHS waiting rooms they have little hope of healing their conditions and end up losing a limb..."
thread-119252,Tresiba or Toujeo?,alisonhe,"Apr 11, 2017",12,"8,947","Hi all, I have always been using NPH (Humulin I) overnight and shots of regular Humulin for each meal. I recently broke my radius by falling downstairs in the middle of the night - my blood was a little low, so I have been off work which has given me time to look into things. So, I am now for the first time ever in 31 years, questioning whether I should change my insulin. My NPH is unpredictable and I have never questioned that before, just accepted it. I think I would benefit from having a basal dose during the day as this mimics the way the body works naturally and I have been advised that Tresiba is a new long lasting and dependable insulin. Others it didn't work with have said that Toujeo is very good. I experience the dawn phenomenon so I think having a daytime basal dose would help as currently I have to test multiple times and make changes around my workouts. Has anyone tried these 2 insulins and can you share your experiences? I am seeing a diabetic nurse this evening. Many thanks, Ali"
thread-98013,Freestyle Libre Disposal,Libby81,"Mar 23, 2016",18,"8,979","Morning everyone, I hope you are all well or doing ok? I am currently awaiting a Freestyle Libre system. Please can you advise, if you use this system how do you dispose of the :- The sensor insert The sensor I'm personally thinking the sensor will need to be disposed of into a sharp safe box? Is there any official guidelines for for disposing of the insert? Thanks in advance. FreeStyle Libre - Disposal Well I emailed the Freestyle Libre website the same question, so I will copy and paste there reply. For Your Information:- Thank you for your e-mail. This product should be disposed of in accordance with all applicable local regulations related to the disposal of electronic equipment, batteries, sharps, and materials potentially exposed to body fluids. The old batteries should be discarded in compliance with local government regulations. The Libre Sensors should be disposed in an eco friendly environment. Please visit your local pharmacy, and they will have a special bin for the disposal of medical equipment. If you require any further assistance, please feel free to contact our dedicated Customer Careline Team on 0500 467 466 * or again by email on ADCHelpUK@abbott.com . Customer Care Team Abbott Diabetes Care UK Hi admin, if this needs to be removed, feel free to remove it. Thank you June_C said: I think there was a thread about this a while ago. I agreed to try and dismantle an old sensor applicator to see if there was anything 'dangerous' inside. I couldn't get into it, hooligan that I was !!!! When taking off the first expired sensor, I saw the small filament that had been residing in my arm. It was very flimsy and quite 'bendy', so I decided it was extremely unlikely anyone would get stabbed by it and so I dispose of both sensors and applicators in the household rubbish. Used needles, of course should always go in a Sharps Bin. I think Abbott are being ultra cautious and this is only my personal take on the situation. It's entirely up to you to decide what you want to do. Click to expand... Hi June, Thanks for your reply. I think your right about Abbott. That said, they have to be seen to be covering themselves and providing the correct guildlines. I am currently undecided about how I will dispose of it. I'm waiting for the system to arrive. The main descision I had already made was I would get a sharps bin for the sensors. Made that descision on my gut instinct. I'm feeling pretty OTT regarding the diabetes. Was newly diagnosed on the 11th March, type 2. Have been using a traditional blood glucose monitoring kit, and have bought a travel size sharp bin for the strips to be disposed of into. Doctor said no need to monitor but being as grandmother,mum and sister all have diabetes. I've felt I need to monitor. I've been glad I have been as well, as levels are fluating currently. AndBreathe said: Mine go into bagged rubbish into my usual rubbish - recyclables in the grey bin, and non recyclables in the black bin. In my view there is nothing riskier then very common bathroom waste - by which I mean disposable razors or the like. The sensor's filament appears to be a teflon coated nylon ""bristle"" If you stood on it, I can't think of anyone whose skin would be punctured - not even a child. Obviously those are my personal views. Click to expand... Morning, All views and opinions are welcome, being as I'm new to all things diabetes. Maybe I'm just over reacting though. I plan on having the libre and a traditional blood glucose monitor for back up. The members of my family all just have the traditional kits. Nan is type 1, mum, sister and me are type 2. Brunneria said: I drop the sensor back into its wee screw pot and bin it. The 'needle' is very soft and bendy, and the screw pot is secure. Always keep the sensor packaging until you have finished with the sensor. That way you have all the paperwork, ID code numbers etc. if you need to contact Abbott about it - failing sensors get replaced free. Click to expand... Thanks for your reply, I'm a newbie. So all hints and tips are greatly appreciated. For me it's very interesting reading each persons take on how they disposed of the kits. I think it will help me make an informed descision ready for when I get the kit. June_C said: You definitely need a blood glucose monitor as well, otherwise you'll have no idea how good/bad the sensor is. Most of mine have been good, registering about 0.5mmol/l different to the bg reading. An odd one or two have given results showing I was either hypo or hyper when I wasn't !! As @Brunneria has said, keep all the packaging until the sensor has expired in case you have to send one back. Click to expand... Does that tend to be the norm, anyone with a libre has a tradional BG monitor as well? Up until now I never realised there was so much out there diabetes related. I guess thats because up untill now I've never needed to be aware. Just checked the libre page, got a tracking number now. I'm so excited it's quite sad, in my personal opinion. Expected arrival date is the 29th March, hope it either comes before that date. Or early on that date, as I have plans. AndBreathe said: I don't know of anyone who has no other method of tracking their bloods. The Libre reader has an inbuilt traditional meter, so you can test from the handset quite happily, although the strips aren't the cheapest on the market. It does make sense to have some strips at least for the Libre reader as sometimes the support analyst will ask for readings taken either on the Libre or another Abbott meter, if things appear to be going awry with the sensor. If you are to be prescribed test strips by your GP (the Libre isn't available on prescription at all at the moment), it could be useful to ask for strips that will work with your Libre, although most T2s don't generally manage that bit! Are you intending full-time utilisation of the Libre, or a burst to begin with then intermittent use? Click to expand... I intend to fully utilise the libre, as I like the freedom it gives you unlike the traditional kits. Once, I've got the kit I'm going to buy strips that go with the libre. The tradition kit that I'm hoping to have hopefully will have less expensive strips, and ones that I could potentially get on prescription from my GP. Intend on buying everything to begin, for my own piece of mind. To be honest, I thought I'd get the starter pack. Try it for the month and go from there. I'm probably getting ahead of myself a bit, at this point I really don't know if it will work for me or not. Hence by having the traditional kit as well I'll be able to make an informed descision. I love gadgets, that's what initially appealed. Plus the amount of information it gives you. Normally, as a rule my life is extremely busy. Currently off work sick, so life is slower. I wonder if I'm just adding pressure to myself when there's no need. Making big descision like this without the full bigger picture if you get my drift. Probably, part of my reaction to the diagnosis. Thanks so much to everyone who has posted. All the information and advice has been really helpful. I'll be glad now when I have the libre, and my traditional BG monitor. At least then I'll see what my levels are doing. Doctor has put me straight on medication, so I'm eager to see if the medication is making any difference. Very early days though, only on day two."
thread-116091,Success stories about insulin resistance,fatentomms,"Feb 11, 2017",41,"8,943","Has anybody had this and are still not diabetic, or has any of your friends did? I am 19 and i have insulin resistance blood sugar 84, and i want to stay non diabetic as long as possible, i still have 20 kgs to lose and mi bmi is 29. My doctor gives me metformin to help me lose weight. Has anybody here had a very long term insulin resistance(or reversed it) and stayed fit, healthy, and with a good diet they stayed non diabetic? I really want any glimmer of hope that i wont be diabetic until my 55-60s. High fat diet is proved to increase insulin resistance in non diabetic people from what i know sally and james said: Perhaps you could provide a reputable source for this information. Sally Click to expand... https://www.ncbi.nlm.nih.gov/pubmed/19780047 https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3312873/"
thread-42669,What's the impact of Omeprazole on type 1 diabetics,littlesoldier01,"Jun 5, 2013",10,"8,838","I've been taking Omeprazole for the past 5 years for stomach acid reflux issues and am concerned that the delay in digestion is causing my blood sugars to increase a few hours after eating and after my fast acting insulin has been most effective. Has anyone else noticed this? The reason I ask is that I find my blood sugars quickly go down (sometimes to hypo) after food but then can start shooting up after about 33hrs. I don't remember having this issue when I was first diabetic 30 years ago but have noticed it in the last few years. If anyone else has had a similar experience then I'd love to know. Obviously meant 3hrs! From what I understand proton pump inhibitors delay the effect if digestion? If that is the case this would certainly help with type 2 diabetics as their bodies typically produce insulin , but at a reduced or less effective rate. Therefore slowing the digestion would support type 2 control as that sugar rush doesn't occur as quickly and is more evenly spread, As I am a type 1 diabetic im concerned I get the fast acting insulin hit but as my digestion is slowed then i don't get the sugar rush to match the insulin rush within the first hour or so after eating, I've moved my injection sights to completely virgin sites to eliminate those. Is anyone aware of an medical studies on the zonked and their impact on type 1 diabetes or even the time delay in food absorption?"
thread-144401,Blood sugar levels conversion charts?,richard.ross1818,"Apr 30, 2018",6,"8,850",Hi... Can anyone point me in the right direction to find a chart that shows the equivalent levels in mmols and mg please? Thanks in advance. Thanks very much!
thread-24596,Type 1 and Verrucas!,prescot,"Oct 16, 2011",3,"8,996","Hi I am a type 1 diabetic with a cluster of verrucas on the bottom of my left foot. My GP, community podiatrist, hospital nurse specialist and hospital podiatrist have all informed me that nothing can be done with them due to my diabetes. My GP has prescribed me salycic(?) acid in the past to apply to them, but it affected the skin around the verruca and didn't actually do anything to them. Due to the acid affecting the healthy skin I stopped using it. The cluster seems to be growing and although they don't hurt Im at my wits end with them! Is there anything else I can do or try?! Thanks! Thanks to you both!!!"
thread-29939,The epetition,Squire Fulwood,"Jun 1, 2012",165,"8,874","The question I would like to ask is if there are more than 38000 members of this site why have less than 4000 of them signed the epetition http://epetitions.direct.gov.uk/petitions/20537 So really there is just the eight of us listed at the bottom of the page. OK maybe there are more that will be on later but I think it's a bit misleading to claim 38000 when that number probably represents how many members there have ever been but most of whom do not participate. borofergie. I don't suppose we could entice you to vote could we? Think of us who might have to pay 15 for 50 strips. desidiabulum said: Of course one way to get signatures on the e-petition up to 40,000 would be if every current signatory would persuade ten friends/family to sign it. Worth a try? Click to expand... It is worth a try. Also I was looking up the terms and conditions regarding who could create or sign a petition and it said the following. To create or sign an e-petition, you must be either: a British citizen a resident in the UK (you normally live in the UK) It doesn't say that you have to be both, just either one or the other. Can Oz claim to be British still? borofergie said: You need also to remember that the popular media also paints T2 diabetics as ""fatties that did it to themselves"". Our cause is not always a popular one, even in the wider diabetic community, and we are often unfairly labelled as a drain on NHS resources. Click to expand... There are many issues in your comments to which I don't have answers. I wonder why people would join a site like this and not vote for adequate treatment. Mod Edit (Pneu): Type I and Type II are both serious conditions to suggest that one community is more or less important.. or that one doesn't support the other (which on this forum we all support each other).. is not justified. I only asked a simple question but it is getting more complicated by the minute. LittleGreyCat said: Getting a bit bitter and twisted, are we Squire? The ePetition is voluntary and a matter of individual decision. Pushing people and bad mouthing T1s isn't going to help. Click to expand... Not bitter and twisted at all. Also not bad mouthing anyone since I didn't appreciate there was bad feeling until this thread. However I think I will take the answers I already have and skulk off into the background before the mods accuse me of inciting a riot."
thread-100064,"Metformin, my friend or enemy?",Mymuppy,"Apr 23, 2016",35,"8,867","Hello my names kathy and just joined, trying to find my way around! I have been diabetic for nearly two years, im on, or should be, Metformin S/R., 3 weeks ago I stopped taking it myself. I have quite a cocktail of prescribed drugs, morphine being my main meds. I have been having terrible side effects,ie excessive sweating, joint pain, stomache pain....this has slowly worn me down, my blood sugars are all over the place, I don't know what to do, I guess the next stop is the Gp. Has anybody else had reactions from Metformin, and by not taking it, where do I go from here. Thank you and look forward meeting you on the Diabetic merry go round. Kathy. My apologies, I wasn't sure I had posted correctly. My morphine is for chronic pain/severe due to 5 abdominal surgeries., resulting in adhesions. I have taken this for 8 years, I take heart tab.,gastritis meds, but mostly other meds. Are for pain. I was wondering if the Metformin was giving me these awful side effects? That's why I just stopped them, oh dear isn't it confusing...and I take the medication! So yes, I'm wondering if it's the Metformin, but what about my diabetes, I really don't know what to do. Thank you for posting. Take care kathy Good evening, thank you so much for taking the time to post, I certainly have a lot to think about. I did go and see my Doctor today, he was concerned that I had stopped The Metformin...and urged me to start taking it again, today. Les, I am so pleased you have your diabetes under good control, thank you for your suggestion of exercise but I am disabled, no probs....I dont think I said, I'm used to it. I wish you well, thank you again for your advice regards kathy Hello dawnmc, I have a sparse diet, small granary slices, about three a day, then maybe soup, then ryvita and low fat yoghurt..I'm sorry to drone on about my health probs. But I have gastritis, im afraid to eat anything except what I've put. My big fall down is pastry, from a supermarket with fresh fruit...I do have that sometimes as a treat. I have no sugar really? Kathy Hello, thank you for your advice, I do have low fat yoghurt (99%) fat free. Sainsbury's own brand tomato soup...I never thought to check the carbs? My GP., advised me to start again and take the Metformin, 1 x 500mg per day, haven't taken the tab. For 4 weeks now, my nails have started to repair themselves, they were peeling by layer, my joints gnarled up on my hands and I had to pop them to open them. Although I do get severe join pain anyway, this became worse, and the monster, the excessive sweating, day and night. I have restarted since Monday, but I really don't want to take them again, oh, and the dreaded upset stomach and wind...sorry but it's awful. Sorry to rant, thank you for your help. I wish you well. Kind regards. Kathy jayney1966 said: I've been taking Metformin for 7 years. The first 2 years were hell with sickness, stomach disturbances and the runs. After that they changed it to the slow release version and I've been much better. Started off ever so slow with the dose. Eventually asked to see a consultant who sorted me out in one month with other drugs and asked if I could manage to take even a half of a metformin tablet, it would help. Did this and slowly upped it to 2 a day. Now inject Victoza but still managing to tolerate the met formin. Try and keep going with it as it helps protects your heart and kidneys etc. If you are getting nowhere with the Dr or Nurse insist to be referred to a Consultant. Good Luck Click to expand..."
thread-68715,Maca powder,m786xxx,"Dec 10, 2014",3,"8,816",Hi I just wanted to know if using maca powder daily ok for a diabetic type 1?
thread-107979,Metformin - diffrence between Glucophane 500mg and Sukkarto 500mg,Kazzy_eeo,"Sep 16, 2016",6,"8,816","I saw my diabetic nurse yesterday, as l have been having problems taking Glucophane for the past 3 years and l cant get on with it, ""sickness"". she finally prescribed me a different medication Sukkarto SR, (slow release) 3 a day. Is there any difference between them ? or am l just going to be in the same situation again. ? So No difference then, apart from the slow release That seems daft, as she said l cant get on with Glucophage..hope l don't have to go through all that sickness again for 3 years, as been told to take Sukkarto SR for 3mounths till its in my system, before l can have another blood test..."
thread-19429,Confused!!! fasting blood glucose of 7.8,imperfectiknow,"Feb 10, 2011",7,"8,827","Hi i'm confused i had a funny turn on my way to work last week i went into chemist for my blood pressure to be taken as i thaught it was high.....blood pressure fine they then took a blood glucose tset from me and the level was 9.8 this was 2 1/2 hrs after eating a meal i was then told to go to my gp which i did the next day.....i had fasting blood sugars done one come back at 7.8 the other back at 7.6 i was advised to have my hba1c level tested this has come back as 5.9 my urine has been tested in surgery by g.p and was normal......however my gp has diagnosed me with diabetes and i am awaiting another result in 10 days to tell me if i am type 1 or type 2 after reading alot on here i am wondering do i realy have diabetes my father, grandmother and brother are all insulin dependant diabetics can someone please help!!!!!! i dont understand Thanks guys just my head is messed up i thaught that a hba1c result of 5.9 was normal non diabetics i am 33 years old im realy scared and worried"
thread-47275,What symptoms did you have prior to diagnosis?,Chelseysabrina,"Sep 18, 2013",15,"8,738","Hi All, I had a blood test yesterday morning as doc suspects Diabetes, I must say after online research I thought of it myself too, but I'm sure you all know the risks of google, it can give you all sorts :/ So I've been pretty rough over the past maybe 6 weeks, it's got progressively worse over the past week. I feel as though I'm continually complaining about something different, which after googling all of my symptoms it suggests diabetes. For the past 6-8 weeks I've suffered really severe itching, mostly on the backs of my legs and sometimes my arms but it can come up anywhere, it lasts a while and then disappears. I could rip my skin off its so bad. I've caused bruises all over my legs from scratching so hard! I've also seen a doctor last week for kidney pain (which only lasted two days) and frequent urination for maybe again a month - 6 weeks, I've been waking in the night desperate and during the day I'm probably going every 30 min! Everyone's commenting on how much I go to the bathroom!! I've had a few days over the last 3-4 days which I've had blurry vision ( I said I felt like I had a film over my eyes) nothing was totally clear, and I'm sure I have pretty great vision usually! This came with headaches over the weekend. I'm also having a pretty bad issue with thrush, I've had it 3 times over the past 2 months! It drives me mad. All I do is complain about different things, they must all mean something but I'm sure people are getting bored of hearing I'm unwell for one reason or another. I'd like to hear other people's opinions or what made them get tested etc. Thanks for reading Chelsey Thanks for all your replies! Had the finger prick test this morning after fasting and that was 4.2 and blood tests came back fine too!! Seems its not diabetes but wish someone could tell me why im getting all of these symptoms :/"
thread-89135,Not diabetic but have blood readings of 8.9 after food,WackyJacky64,"Dec 14, 2015",10,"8,763","I have been having a lot of boils lately so my doctor tested me for diabetes which came back negative but my blood reading is nearly always 8.9 90 mins after eating , anyone think this is normal ? thanks , i will ask , the strangest thing is that hubby was diagnosed type 2 a few months back and his number is always 7.2-3 after eating lol It was a blood test the HbA1c and everything was fine . I asked the doctor about this and he said I'm fine even did a water sample test there and then and it was clear I tested the finger prick an hour after food and it was 8.9, then tried 90 minutes as recommended and it was 7.3 after a day of high carbs just to see what's happening . This morning it is 6. Does stress affect blood levels because I'm having problems with my youngest adult son ? . 4ratbags said: Stress can have an impact on sugar levels so it might be a contributing factor. Click to expand... Just got back from the doctors and he did another urine test and its clear lol crystal clear as i drink loads of water . He said he isn't worried as the blood test came back perfect and with my urine not showing any sugar he isn't worried at all, said it might just be how my body works but also said stress can cause sugar to rise . He said stress causes boils too , I'm glad i had a blood test though cos i did suspect diabetes with getting boils and one was really bad had to have antibiotics"
