,thread_id,thread_title,thread_link,thread_author,thread_startDate,thread_replies,thread_views,post_id,post_username,post_userTitle,post_userNbMessages,post_userLikesReceived,post_userTrophyPoints,post_DateTime,post_like,post_agree,post_useful,post_funny,post_informative,post_friendly,post_optimistic,post_hug,post_number,post_messageText,post_quoteText
18946,thread-159860,gum disease and loose teeth because of high sugar ?,https://www.diabetes.co.uk/forum/threads/gum-disease-and-loose-teeth-because-of-high-sugar.159860/,Charis1213,"Jan 1, 2019",7,992,post-1953241,Charis1213,Type 2 Well-Known Member,513,995,113.0,"Jan 1, 2019 at 8:44 PM",1,0,0,0,0,0,0,0,#5,"You've given me hope thank you all , I was told to clean twice a day and floss i was told to get those little brushes to push through my teeth but they were getting stuck lol, I was really upset as I take care of my teeth always have done , so now this is really encouraging and I will try some mouthwash and also some floss string . Thanks so much as always encouragement on this wonderful forum x",
34596,thread-154221,Is This The Right Medication?,https://www.diabetes.co.uk/forum/threads/is-this-the-right-medication.154221/,Rmoliv,"Jul 19, 2018",23,"1,694",post-1841631,Daibell,LADA Master,"10,519","6,592",298.0,"Jul 22, 2018 at 8:00 PM",0,0,0,0,0,0,0,0,#24,"Hi. With regard to your earlier post, many/most T2s will have excess (not a lack of) insulin as the pancreas will be trying to metabolise the excess blood glucose but failing due to insulin resistance. The c-peptide test is commonly used to help distinguish between the types T1 and T2 based on this",
135537,thread-90046,Advice on water regulation please,https://www.diabetes.co.uk/forum/threads/advice-on-water-regulation-please.90046/,johnnyxs,"Jan 4, 2016",42,"5,016",post-1025303,johnnyxs,Other Active Member,32,14,48.0,"Jan 7, 2016 at 11:45 AM",0,0,0,0,0,0,0,0,#31,"yes I'm beginning to see the urgency in this but its difficult to get anything done with a Health centre that are completely incompetant and a Doctor that clerly hasn't a clue what he is doing. At no time has he indicated the seriousness of my results and seemed to be very matterfact about it yesterday. I am now getting so many new strange symptoms that it is difficult to know what the cause might be .I have developed twitches and trmours and my legs suddenly give way, so I lurch and stumble when I walk and I feel i am going to collapse on the floor. My Dr removed the insulin test and several others from my blood test panel so we have no idea what is going on really. I wish I could go to a different surgery and Doctor but it would cause even more risky delays","TorqPenderloin said: Understand that your a1c is tremendously higher than pre-diabetes and it suggests you have SEVERE insulin resistance, some other form of type 2, or your pancreas no longer produces sufficient amounts of insulin (generally type 1). The glicazide should help either way, but it's an incomplete and short term way of addressing the issue and I would be extremely surprised if it helped you even come close to normal glucose levels. You need to continue to push for a definitive diagnosis and the next steps are to request the C-Peptide (or an insulin test if you're not yet on artificial insulin) and GAD Antibody tests. Those will help you understand if you have type 1 or 2. This is not something that can wait and it can have permanent (if not life-threatening) implications if left untreated for too long. I don't want to scare you, but having gone through something very similar 4 months ago, I now understand the importance and time-sensitivity. Click to expand..."
241342,thread-19047,6.8 Prediabetic??,https://www.diabetes.co.uk/forum/threads/6-8-prediabetic.19047/,Anonymous,"Jan 21, 2011",11,"8,082",post-173679,Anonymous,Guest,,,,"Jan 21, 2011 at 3:22 PM",0,0,0,0,0,0,0,0,#1,"Erm... the longer I'm a diabetic, the more confused I seem to get. I've just read a post where someone has been told they are prediabetic with a BG of 6.8? How can that be? Joely",
121529,thread-103584,What does the UK leaving the EU mean for us?,https://www.diabetes.co.uk/forum/threads/what-does-the-uk-leaving-the-eu-mean-for-us.103584/,notafanofsugar,"Jun 24, 2016",730,"46,218",post-1206960,fene48,Well-Known Member,136,171,63.0,"Jul 17, 2016 at 4:57 AM",2,0,0,0,0,0,0,0,#715,From one turkey on another - should be interesting.,"SunnyExpat said: Well, Boris seems to have had hit the ground running. Awaiting his comments on Turkey. Click to expand..."
194607,thread-52128,do any doctors or nurses follow this forum,https://www.diabetes.co.uk/forum/threads/do-any-doctors-or-nurses-follow-this-forum.52128/,2christine,"Jan 28, 2014",56,"3,435",post-472267,douglas99,I reversed my Type 2 Well-Known Member,"4,585","3,768",178.0,"Jan 29, 2014 at 10:45 AM",0,0,0,0,0,0,0,0,#37,"It's a great shame really, it would have been good to actually read a professional study of a low carb diet that makes similar claims to the Newcastle diet. Missed opportunity for the entire world if it could be verified.",
74638,thread-126584,Trusting my monitor,https://www.diabetes.co.uk/forum/threads/trusting-my-monitor.126584/,charliebarker,"Sep 18, 2017",8,553,post-1563810,charliebarker,Type 2 Well-Known Member,255,144,83.0,"Sep 18, 2017 at 10:45 AM",1,0,0,0,0,0,0,0,#7,two of them were from the same droplet ! ha ha ! Always hands washed and properly dried.,
219089,thread-33707,accu-chek mobile,https://www.diabetes.co.uk/forum/threads/accu-chek-mobile.33707/,bustersmum,"Oct 9, 2012",3,948,post-317191,Paul J,Type 1 Well-Known Member,56,35,58.0,"Oct 9, 2012 at 9:08 PM",0,0,0,0,0,0,0,0,#3,"I use the Mobile and Expert, and Fastclix Lancets, and i have had no problems with supply ( on prescription ) from my local chemist, I would be supprised if boots dont keep them in stock as they sell the meter, have you tried another outlet, or Roche on line,",
206294,thread-38075,Porridge,https://www.diabetes.co.uk/forum/threads/porridge.38075/,marieREN,"Mar 3, 2013",60,"15,522",post-359394,colacard,Type 1 Active Member,28,2,23.0,"Mar 12, 2013 at 10:02 PM",0,0,0,0,0,0,0,0,#39,I like Apple and a sprinkle of cinnamon sweetener with my porridge. X Sent from my KFTT using DCUK Forum mobile app,
33181,thread-154667,Should I Feel Unwell,https://www.diabetes.co.uk/forum/threads/should-i-feel-unwell.154667/,Lexiann12,"Jul 29, 2018",4,542,post-1847084,callieuk,Type 2 Well-Known Member,78,137,73.0,"Jul 29, 2018 at 7:39 PM",0,0,0,0,0,0,0,0,#3,"My diagnosis was at 60 and like you, I was straight onto Metformin, which did not agree with me, neither did the SR so I was put on gliclazide. I had my 6 month A1c which was down to 41 However, despite the low A1c I still have high morning results! It doesn't matter what I do, they are always high and whilst they are slightly lower now than 5 months ago, back then mornings were about 12, now they are about 8/9. Don't just focus on the high morning readings - look at getting your through the day readings down, check consistently before and after meals, keep your carbs in check ( I adopted lchf as it's proven to help ) and watch your rises after eating ( no more than 2).","Lexiann12 said: Was diagnosed with type 2 about 3 weekd ago...was put onto metformin straight away as she said my hba1c was around 70..went to see diabetic nurse who then took me off metformin as i was constantly onthe toilet..i was told to try it through diet control....check my sugars today as soon as i got up and they were 11.4....i have not got any energy,a massive headache...just all out of sorts....is 11.4 high and anyone else felt like this....although the metformin had me on the toilet,i felt better in myself Click to expand..."
98244,thread-115036,Help?,https://www.diabetes.co.uk/forum/threads/help.115036/,Balari,"Jan 21, 2017",20,"1,100",post-1377383,Balari,Member,10,2,23.0,"Feb 7, 2017 at 10:16 AM",0,0,0,0,0,0,0,0,#15,No not really. But 3 yrs ago i had an operation and the nurse told me my bg was high. Got the results from the hospital and it said 5.3 on it. I've been checking it every couple of months since then. But the last time i went at the doctor it said 5.6 which i thought was high so i bought a meter and tweaked my diet a bit...,
143003,thread-84563,New meter?,https://www.diabetes.co.uk/forum/threads/new-meter.84563/,brottonmoores,"Sep 21, 2015",0,449,post-951280,brottonmoores,Type 2 Well-Known Member,150,280,103.0,"Sep 21, 2015 at 3:15 PM",0,0,0,0,0,0,0,0,#1,Hello again I have just had a letter from my doctors surgery saying they are updating their bs meters to Contour TS which they have for me to be collected from the surgery I've googled it and looked at eBay because I pay for my own test strips I'm allowed 1 box a month one prescription and just wondered if anyone had used this meter or had read anything about them Thanks in advance Jan,
102912,thread-113297,Insomnia.,https://www.diabetes.co.uk/forum/threads/insomnia.113297/,duckyhenny,"Dec 21, 2016",13,"1,697",post-1336618,mist,Guest,,,,"Dec 21, 2016 at 1:32 PM",3,2,0,0,0,0,0,0,#8,"As a long time sufferer of insomnia and anxiety, I'm afraid the two go hand in hand, so if you are suffering from a form of anxiety such as GAD then you can be sure that sleep will become harder. I've learned a few tricks over the years but really, you need to address the underlying problem. What is causing your anxious thoughts? Once you know that, you can work on resolving them and your sleep will improve.",
149543,thread-79907,Where to find LCHF diet/recipes,https://www.diabetes.co.uk/forum/threads/where-to-find-lchf-diet-recipes.79907/,Halirez,"Jul 6, 2015",5,809,post-892559,catherinecherub,Guest,,,,"Jul 6, 2015 at 7:15 PM",0,0,0,0,0,0,0,0,#2,Plenty of recipes here. http://www.diabetes.co.uk/forum/threads/low-carb-recipes.4871/,
150080,thread-79291,Wrist Blood Pressure Monitors do any give consistent results?,https://www.diabetes.co.uk/forum/threads/wrist-blood-pressure-monitors-do-any-give-consistent-results.79291/,Sirmione,"Jun 24, 2015",2,520,post-884353,noblehead,Type 1 Guru,"23,635","19,635",278.0,"Jun 24, 2015 at 10:16 PM",0,0,0,0,0,0,0,0,#2,"Not sure if they do, I was told that the wrist monitor bp readings aren't as accurate as those using a upper-arm cuff.",
239455,thread-20095,Partner newly diagnosed with diabetes,https://www.diabetes.co.uk/forum/threads/partner-newly-diagnosed-with-diabetes.20095/,NMrs2010,"Mar 16, 2011",17,"3,782",post-183467,NMrs2010,Member,15,0,21.0,"Mar 16, 2011 at 2:49 PM",0,0,0,0,0,0,0,0,#10,"Re: Partner newly diagnosed. Thanks, i will speak to him tonight about the importance of testing, i also thought he was young for type 2 although he is overweight and has been for a long time so perhaps thats why they think type 2. Hes only been on metformin for less than a week and started the additional glicazide today, all symptoms are the same at the moment still extreme thirst and using the toilet but i presume it will take time for meds to do anything. Im wanting him to go back to gp anyway as he forgot to mention the strange smell hes had on breath for the last few weeks as thats showing no signs of going either. It really feels like hes just been told what his sugars are and left to get on with it until the clinic appointment in 4 weeks, its no wonder hes really worried.",
226547,thread-27879,scared and worried,https://www.diabetes.co.uk/forum/threads/scared-and-worried.27879/,Lorri,"Mar 20, 2012",36,"3,072",post-259072,lorri1,Active Member,39,1,28.0,"Mar 25, 2012 at 10:35 AM",0,0,0,0,0,0,0,0,#21,"Hey pheonix, thank you to you for taking the time out to reply also, well I have managed to keep my BG's down to below 10 most days....but that's if I don't eat much and exercise, not sure how long I can maintain that, mentally and physically but while I am feeling that I can, I will. I have been up in the late teens before, but my take on it is that surely it's better to get it down with exercise than to do nothing? I am due to pick up some strips to test for Keytones on monday....something inside me says, don't test as it's just something else to worry about? I have always felt better after exercise when it's been this high so why stop now? Hopefully I will be like you :thumbup: Waiting for the appointment from the hospital for the test if it's Type 1. Lorri.",
243664,thread-16946,Moral support needed please!,https://www.diabetes.co.uk/forum/threads/moral-support-needed-please.16946/,kmm154,"Sep 22, 2010",12,"1,219",post-156182,donnellysdogs,Type 1 Master,"13,206","12,463",298.0,"Oct 9, 2010 at 9:14 PM",0,0,0,0,0,0,0,0,#12,"Benefitsandwork.co.uk is an excellent place to start searching for some financial help to look at helping you. DLA is available to persons under 65. Needs researching as to how to complete forms though, as it can be tricky to get nowadays....and the website listed can help.. People on these forums are full of wisdom and help. There is so much support, I myself cannot believe the support that people have given me, and it amazes me that strangers that we wouldn't know if we passed by on a street can be so fantastic. Seems to me that there is always somewhere here when needed....You'll manage and you will find the support here makes you stronger and think of things un thought of before.....i.e if you have to 'care' for your husband longterm wise, there is 'carer's allowance' currently available depending on the needs of the person involved. Life can throw so much at us sometimes, but getting through difficult times makes you stronger and it certainly has made me realise just how lovely and kind people can be.....",
78827,thread-124992,Dramatic fall in HbA1c,https://www.diabetes.co.uk/forum/threads/dramatic-fall-in-hba1c.124992/,Peter5145,"Aug 14, 2017",21,"1,244",post-1532750,Fleegle,Type 2 Well-Known Member,776,942,153.0,"Aug 14, 2017 at 5:35 PM",3,3,0,0,0,0,0,0,#7,Your results are amazing - well done - regardless of what anyone else has done your number are superb. You should be rightfully proud of yourself.,
13701,thread-161325,Victoza and flying,https://www.diabetes.co.uk/forum/threads/victoza-and-flying.161325/,Mark411,"Feb 14, 2019",11,254,post-1987944,briped,Type 2 Well-Known Member,939,724,153.0,"Feb 15, 2019 at 8:07 AM",0,0,0,0,0,0,0,0,#9,"The small containers that you get your strips for your BG meter in - assuming that you have a meter ...? Even if the flight is 5 hours it's still room temperature, if you bring it on board in your cabin luggage. If you plan to do that it's a good idea to have some sort of a certificate or doctor's letter stating that you're diabetic and need to bring your meds and sharps with you. Another reason why I keep the pen that I'm currently using at room temperature, is that apparently injecting yourself with very cold fluid is very uncomfortable.",Mark411 said: What do you mean by strip container? Click to expand...
17427,thread-159221,What's the current soundtrack to you life ?,https://www.diabetes.co.uk/forum/threads/whats-the-current-soundtrack-to-you-life.159221/,jjraak,"Dec 7, 2018",174,"5,513",post-1937427,Guzzler,Type 2 Expert,"9,961","6,689",178.0,"Dec 7, 2018 at 11:35 AM",0,2,0,0,0,1,0,0,#26,"You are absolutely spot on with Disturb's cover. Absolutely, gobsmackingly brilliant! And who among us doesn't have a favourite Queen song? Fabulous choices.","Simha said: Not my band at all for other songs, but this version of Sound of Silence has my emotional spectrum in it. I find that missing in the original version by Simon and Garfunkel. and failing that is has to be Click to expand..."
31259,thread-155622,Cholesterol In Older Woman,https://www.diabetes.co.uk/forum/threads/cholesterol-in-older-woman.155622/,Yai,"Aug 23, 2018",4,485,post-1865453,bulkbiker,Type 2 Master,"12,684","9,684",298.0,"Aug 23, 2018 at 2:28 PM",1,0,0,0,0,0,0,0,#2,May be this one? Dr Sarah Hallberg?,
184495,thread-58568,Saladmaster,https://www.diabetes.co.uk/forum/threads/saladmaster.58568/,Anonymous Question,"May 20, 2014",6,"2,444",post-547206,patjenkins1,Type 2 Well-Known Member,81,53,58.0,"May 20, 2014 at 5:37 PM",0,0,0,0,0,0,0,0,#5,It's not an old wives take. The has been some evidence that aluminium gets into the food when heated up. I read this a while back and will not cook with it. Sent from the Diabetes Forum App,
26052,thread-157627,Diet and excercise only,https://www.diabetes.co.uk/forum/threads/diet-and-excercise-only.157627/,Gina G,"Oct 21, 2018",15,611,post-1904482,KK123,Type 1 Well-Known Member,"1,326",940,173.0,"Oct 21, 2018 at 7:40 PM",0,0,0,0,0,1,0,0,#8,"Hi Gina, I see. It is a mystery that's for sure. It sorts of sounds more like type 2 (I don't know enough about ZnTr8 though). If your son is eating the same as he did before he got diagnosed as diabetic and right from the word go, you would think that he would still be getting the raised numbers that got him diagnosed in the first place. Weird or what eh! Please keep us posted if you can and thanks for replying. x","Gina G said: Hi KK123 Just the hospital who tested him for GAD, C.Peptide, 1A2 and ZnTr8, all,came back negative apart from the latter, which hospital said is consistent with Type 1 but Professor Hattersley disagreed, so I don't no really, he also stated the honeymoon period to, but stated that my son would still have slightly higher levels and lows even without meds or insulin, but how my son has been for last 7 months he says this certainly isn't normal even in honeymoon period for such a long period of time. My son has never weavered from perfect blood readings from the first diagnose of or 1 that weekend back in March, and tbh he eats as he wishes as he isn't bothered either way wether he eats carbs anyway, but still has bread everyday for lunch (sandwich) and has pizza for for an evening meal once a week and fish and chips every Friday..... Time will tell, but as time goes on he feels better and better he says Click to expand..."
115738,thread-105295,diabetes and disability,https://www.diabetes.co.uk/forum/threads/diabetes-and-disability.105295/,PhillDM,"Jul 27, 2016",18,"1,137",post-1215666,PhillDM,Family member Member,8,5,43.0,"Jul 27, 2016 at 1:48 PM",0,0,0,0,0,0,0,0,#5,"I emailed them the NHS documentation a couple of days ago & have just recieved a response confirming that they will not do anything to help & have passed the dilema back to Health Care. When I have tried to speak with anyone from Health in the past I have gotten a brick wall. It just seems that nobody cares, I've been trying for a year to sort something out and still have no resolve. I just don't know what to do",
141008,thread-85742,Retinal Screening,https://www.diabetes.co.uk/forum/threads/retinal-screening.85742/,tigerlily72,"Oct 12, 2015",24,"2,157",post-966879,tigerlily72,Type 2 Well-Known Member,500,624,133.0,"Oct 12, 2015 at 1:14 PM",0,0,0,0,0,0,0,0,#1,"I had my first appointment with the DSN last Friday. Today, an appointment has arrived in the post for my retinal screening. This is going to sound silly but do they HAVE to put eye drops in or can they do the screening without doing this at all? My eyes are quite sensitive and I can't put anything in them and the thought makes me go cold. It's for the same reason I can't contemplate wearing contact glasses as I'm too squeamish although I'd like to. I know I should go but I'm kind of wavering at the moment. I did have a full eye test earlier this year as part of my 2 yearly check and this included retinal screening and checks and a new prescription as my right eye had changed a bit (but nothing serious).",
166802,thread-67291,"Fasting 6.6, two hours after meals 6.1",https://www.diabetes.co.uk/forum/threads/fasting-6-6-two-hours-after-meals-6-1.67291/,rbel,"Nov 13, 2014",5,610,post-676621,rbel,Newbie,1,0,21.0,"Nov 13, 2014 at 10:20 AM",0,0,0,0,0,0,0,0,#1,Can anyone shed any light on these results which are these are averages for the last 7 days and seem to be the reverse of what I thought should be the case? I am not on a diet but eat sensibly - lots of fruit and vegetables and low sugar items.,
251305,thread-10949,elevated steroids,https://www.diabetes.co.uk/forum/threads/elevated-steroids.10949/,dmk12,"Oct 13, 2009",1,"2,594",post-103042,cugila,Master,"10,272",96,118.0,"Oct 13, 2009 at 10:03 PM",0,0,0,0,0,0,0,0,#2,"Hi Dmk12. This is really something you must go back to your GP and discuss. He/she has access to your medical records and will know exactly why you are being referred. It will probably be to an Endocrinologist. There are many things it could be for, we cannot diagnose. We can only offer support and advice.",
223776,thread-30437,Does it get easier?,https://www.diabetes.co.uk/forum/threads/does-it-get-easier.30437/,abs,"Jun 15, 2012",14,921,post-285925,abs,Type 1 Well-Known Member,261,18,58.0,"Jun 15, 2012 at 7:21 PM",0,0,0,0,0,0,0,0,#4,Thank you I know I'm lucky in comparison to others having a nice DSN and am grateful for that fact even if I cause her anxiety as she puts it. To think how much has changed the fact that I can now inject insulin which I never thought I could do. Fine injecting my horses! Just need to deal with it better and hopefully even not have to be held down for my next hb1ac in a few weeks.,
152482,thread-77095,Using different lancets to testing strips,https://www.diabetes.co.uk/forum/threads/using-different-lancets-to-testing-strips.77095/,Jaypee247,"May 13, 2015",2,467,post-852502,Jaypee247,Type 2 Newbie,4,2,43.0,"May 13, 2015 at 10:14 AM",0,0,0,0,0,0,0,0,#1,Hi I have some old lancets (still in date) that seem to work better than my new ones. Am I ok to use these with my new testing test strips that I've picked up from the chemist? Thanks,
87555,thread-120519,Prediabetes,https://www.diabetes.co.uk/forum/threads/prediabetes.120519/,steph81170,"May 8, 2017",20,906,post-1462309,Bluetit1802,Type 2 (in remission!) Guru,"24,059","30,031",298.0,"May 11, 2017 at 4:57 PM",0,0,0,0,0,0,0,0,#16,"There is a book and an app called Carbs & Cals, available from Amazon. This is an amazing book that takes a lot of the guesswork away. There are thousands of foods, each photographed individually on a plate so you can see the portion size, and it gives the weight, carbs, calories, protein, fibre and fat contents. It isn't expensive.","steph81170 said: Have been keeping a graph for the last six weeks and as you say, noting foods and fluctuations. Also trying to estimate grams of carbs. consumed - bit tricky! Thanks for your help and support! Click to expand..."
201329,thread-47281,Insulin & periods.,https://www.diabetes.co.uk/forum/threads/insulin-periods.47281/,Abiixx,"Sep 19, 2013",2,753,post-426615,Abiixx,Newbie,2,0,21.0,"Sep 19, 2013 at 12:31 AM",0,0,0,0,0,0,0,0,#1,"I have recently been put on insulin (2 weeks ago). Before this my periods were like clockwork. I was due on on Monday and still haven't come on. I'm getting the pains, cramps & sore boobs etc just not the period. Usually I'd be grateful for it not happening lol but I'm just a bit worried. So is it possible for my insulin to be messing with my monthlys? I tried googling it but all I could find that people with irregular monthlys were finding them regulate more with being on insulin. Please, can someone help. Thanks in advance. Abi x Sent from the Diabetes Forum App",
144653,thread-82447,First eye screening result,https://www.diabetes.co.uk/forum/threads/first-eye-screening-result.82447/,Tirianne,"Aug 20, 2015",12,966,post-932763,Tirianne,Type 2 Well-Known Member,136,183,83.0,"Aug 30, 2015 at 3:50 PM",0,0,0,0,0,0,0,0,#13,This is really helpful as I'm also trying to make diet changes and am learning what's beneficial to eat. Please could you tell me a bit more about the 'agressive changes' you've made and where the 'natural sources' of carbs come from? Thanks,Celeriac said: I made aggressive diet changes and the only carbs in my diet come from natural sources and all of them are as low carb as poss. Click to expand...
2832,thread-149512,Anyone here had an endoscopy? What was your experience afterwards?,https://www.diabetes.co.uk/forum/threads/anyone-here-had-an-endoscopy-what-was-your-experience-afterwards.149512/,Catsymoo,"May 31, 2018",15,"2,603",post-1796874,Guzzler,Type 2 Expert,"9,961","6,689",178.0,"May 31, 2018 at 5:17 PM",0,0,0,0,0,0,0,0,#6,I've had two endoscopy procedures. No reflux but a lot of pain in the area where they blow air in to open the sphincter muscle and this took months to settle down. I wasn't warned that this might happen.,
26464,thread-157495,Special K,https://www.diabetes.co.uk/forum/threads/special-k.157495/,Kiggy,"Oct 18, 2018",8,419,post-1902045,Kiggy,Active Member,28,10,3.0,"Oct 18, 2018 at 9:37 AM",1,0,0,0,0,0,0,0,#1,"I have been following low carb diet but losing a lot of weight in the process. I've been having cooked breakfasts or yogurt and a few nuts and berries and the blood reading has been around 7.8. Longing to have a breakfast cereal again, I tried a very small bowl of Special K with berries. I tested my blood one hour after and it was 12. I am trying to control with diet only, does this mean no carbs at all? I haven't had bread, crackers or rice, pasta, pastry, cakes etc for 3 months and thought I may be ok with the Special K. I tried Bran Flakes and that had same effect. Any advise please. K",
164959,thread-68486,Tiredness,https://www.diabetes.co.uk/forum/threads/tiredness.68486/,foolsgold,"Dec 4, 2014",28,"1,596",post-695850,foolsgold,Type 2 Member,18,6,43.0,"Dec 4, 2014 at 8:29 PM",0,0,0,0,0,0,0,0,#1,"Hey how's it going, lately I'm so so tired, pale, black eyes, my overall blood isn't too bad it's just above normal, just wondering if anyone else gets extreme fatigue? Really getting me down lately",
93669,thread-117814,Sudden Hyperthyroid levels,https://www.diabetes.co.uk/forum/threads/sudden-hyperthyroid-levels.117814/,sunflower27,"Mar 14, 2017",17,"3,939",post-1412852,Lesleywo,LADA Well-Known Member,703,"1,015",178.0,"Mar 14, 2017 at 9:38 PM",0,0,0,0,1,0,0,0,#5,If you have Graves disease it's possible you have LADA and not type 2. Ask your doctor to check for GAD antibodies,
200627,thread-47715,Losing weight,https://www.diabetes.co.uk/forum/threads/losing-weight.47715/,ohitsnicola,"Oct 2, 2013",20,"2,008",post-431748,Jillycoops5,Type 2 Member,18,0,21.0,"Oct 8, 2013 at 1:39 PM",0,0,0,0,0,0,0,0,#18,"Hi, Try the Atkins diet, low carb does wonders for you BG and loses weight. I have over the years tried allsorts of diets and Atkins is the only one that didnt leave me feeling hungry and i have lost 2 stone since the begining of June.",
135664,thread-89990,Why wait for  a pump,https://www.diabetes.co.uk/forum/threads/why-wait-for-a-pump.89990/,Sonnyb2,"Jan 3, 2016",16,"1,430",post-1022734,Mark_Goldenfield_,Type 1 Well-Known Member,77,56,38.0,"Jan 4, 2016 at 6:40 AM",4,0,0,0,0,0,0,0,#14,,
40910,thread-147774,Possible RH help please?????,https://www.diabetes.co.uk/forum/threads/possible-rh-help-please.147774/,jojobubbles,"May 22, 2018",29,"1,215",post-1788902,Bryce74,Guest,0,0,0.0,"May 23, 2018 at 1:01 PM",0,1,0,0,0,0,0,0,#14,"Like others before me said already, get a glucose meter and measure when you are experiencing symptoms. If it is above 70-80 it's most unlikely that you have reactive hypoglycemia. Some people do have -reactive-hypoglycemia-like symptoms in the normal blood glucose range, but the higher your blood glucose level is, the less likely it is that you have RH. As Emile said: What might help to ask is when do you get unwell by carbs, right after eating or does it happen awhile after you have eaten? ---> Reactive hypoglycemia does not happen right after eating, but typically 2 hours (or more) later.",
241086,thread-19262,Carbohydrates,https://www.diabetes.co.uk/forum/threads/carbohydrates.19262/,primmers,"Feb 2, 2011",17,"3,271",post-175902,noblehead,Type 1 Guru,"23,635","19,635",278.0,"Feb 3, 2011 at 1:13 PM",0,0,0,0,0,0,0,0,#15,"primmers, Adults with type 2 should aim for 4-7 before meals and no more than 8.5 two hours after meals, both you and your healthcare team should discuss a individual target range suited to your own circumstances. Nigel",
233849,thread-24081,Time between eating and measuring Glucose levels,https://www.diabetes.co.uk/forum/threads/time-between-eating-and-measuring-glucose-levels.24081/,GeordieBoi,"Sep 20, 2011",12,"2,277",post-219539,reidpj,Well-Known Member,155,174,63.0,"Sep 20, 2011 at 11:29 AM",0,0,0,0,0,0,0,0,#2,Hi Geordie Have you considered 'liver dumps' Peter,
133192,thread-91917,Some tips,https://www.diabetes.co.uk/forum/threads/some-tips.91917/,bigbear1979,"Feb 3, 2016",20,"1,644",post-1050028,Prem51,Type 2 Expert,"5,840","16,731",198.0,"Feb 3, 2016 at 11:38 AM",8,0,0,0,1,0,0,0,#2,"Hi @bigbear1979 and welcome to the forum! Obviously cut out sugar itself (replacing with sweeteners), sugary drinks, anything sweet like biscuits, cakes, sweets, and chocolate. But apart from sugar you also need to cut down carbohydrates as much as possible, as carbs turn to sugar in our bodies. So bread, rice, potatoes and pasta should be limited as much as possible. Many of us on here, including me, follow a Low Carbohydrate High Fat approach to eating which does lower our Blood Sugar levels. Do you know what your BS or HbA1c readings are?",
111539,thread-108068,Do you guys agree with this doctor to take NO medication?,https://www.diabetes.co.uk/forum/threads/do-you-guys-agree-with-this-doctor-to-take-no-medication.108068/,john5220,"Sep 19, 2016",21,"3,033",post-1253503,AtkinsMo,Prediabetes Well-Known Member,588,705,153.0,"Sep 19, 2016 at 12:47 PM",0,1,0,0,0,0,0,0,#11,"What the researchers do not take into account is that we are all going to die anyway. Most of us would not willingly take a drug that reduces our quality of life in exchange for a few extra days or even weeks of life, but our doctors are so addicted to prescribing drugs that we are mostly not given alternatives. Most drugs are tested for their efficacy in producing soft end points, like reducing cholesterol, reducing blood pressure etc. It should be compulsory to follow through research to the hard end point, death. @JohnEGreen Malcolm Kendrick does not advocate a high carb diet with lots of fruit, where did you get that idea?",
14216,thread-161186,Like Blood from a Stone,https://www.diabetes.co.uk/forum/threads/like-blood-from-a-stone.161186/,ardvark,"Feb 10, 2019",19,454,post-1985522,ardvark,Type 2 Well-Known Member,81,18,48.0,"Feb 12, 2019 at 8:33 AM",0,0,0,0,0,0,0,0,#14,We've cracked it. (well I think we have) First of all I want thank all who helped me. I can now get blood out of my stone fingers. I wash in warm water. I keep my fingers warm. After the stab I massage the finger from knuckle to tip and hey presto blood comes out. Not a lot but enough for the machine and a lot than before. Thank you all again. Edited by Mod,
161277,thread-70533,illness with type 1 diabetes,https://www.diabetes.co.uk/forum/threads/illness-with-type-1-diabetes.70533/,AmyRebecca95,"Jan 16, 2015",2,404,post-735473,AmyRebecca95,Family member Newbie,2,0,41.0,"Jan 16, 2015 at 5:46 PM",0,0,0,0,0,0,0,0,#3,his diabetes was very bad up until 2/3 years ago and now his control is the best it has been. he had his blood's taken recently and on average it was 7.6 which the doctors were happy with he has been to the doctors today for lots of different blood tests I was just curious to whether it is 'normal' for how he's feeling,
212493,thread-38049,Confused,https://www.diabetes.co.uk/forum/threads/confused.38049/,mickthered,"Mar 2, 2013",11,818,post-355491,Julie1471,Type 1 Well-Known Member,504,409,103.0,"Mar 2, 2013 at 11:11 PM",0,0,0,0,0,0,0,0,#6,"Mickthered, as a type 1 with problems keeping bs in the normal range, I would kill for your readings :wink:",
120578,thread-102745,Sore feet,https://www.diabetes.co.uk/forum/threads/sore-feet.102745/,Molliedad,"Jun 9, 2016",2,506,post-1174997,Molliedad,Type 1 Newbie,1,0,41.0,"Jun 9, 2016 at 7:28 PM",0,0,0,0,0,0,0,0,#1,Hi can anyone recommend safety footwear as I walk up to nine miles a day on concrete floors,
