,thread_id,thread_title,thread_link,thread_author,thread_startDate,thread_replies,thread_views,post_id,post_username,post_userTitle,post_userNbMessages,post_userLikesReceived,post_userTrophyPoints,post_DateTime,post_like,post_agree,post_useful,post_funny,post_informative,post_friendly,post_optimistic,post_hug,post_number,post_messageText,post_quoteText
195304,thread-51259,What should I expect the first time I take insulin?,https://www.diabetes.co.uk/forum/threads/what-should-i-expect-the-first-time-i-take-insulin.51259/,Stacey H,"Jan 14, 2014",9,"4,515",post-463270,,Type 1,"4,334","3,773",178.0,"Jan 14, 2014 at 12:15 PM",0,0,0,0,0,0,0,0,#2,"Hi Stacey, your nurse will go over everything with you before you get your insulin. Make sure you test regularly as it may take a few days to get your dose sorted out. As for weight gain, eat sensibly and exercise and shouldn't be a problem. Enquire about a DAFNE course but there will be a waiting list. Good luck, Mo Sent from the Diabetes Forum App",
43596,thread-144666,Peripheral neuropathy,https://www.diabetes.co.uk/forum/threads/peripheral-neuropathy.144666/,Fatimahakim,"May 4, 2018",1,247,post-1770662,novorapidboi26,Type 1 Well-Known Member,"2,691","1,786",178.0,"May 4, 2018 at 8:49 AM",2,0,0,0,0,0,0,0,#2,Likely just down the time your legs are inactive overnight is why its worst in the morning.... I don't have any experience with neuropathy yet so cant advice unfortunately....,
10863,thread-162225,Low Carb diet problems,https://www.diabetes.co.uk/forum/threads/low-carb-diet-problems.162225/,jennywren8,"Mar 13, 2019",17,551,post-2006494,Jim Lahey,I reversed my Type 2 Well-Known Member,"2,611","2,290",178.0,"Mar 13, 2019 at 1:56 PM",0,1,0,0,0,0,0,0,#15,Coconut oil is a brilliant dense source of energy for vegetarians looking for fat sources. Its also lush,
90052,thread-119366,What is the best foods to eat for Type2 diabetes,https://www.diabetes.co.uk/forum/threads/what-is-the-best-foods-to-eat-for-type2-diabetes.119366/,Sparks465,"Apr 13, 2017",14,"1,480",post-1438175,Jay-Marc,Type 2 Well-Known Member,211,130,103.0,"Apr 13, 2017 at 2:32 PM",0,0,0,0,0,0,0,0,#8,Not everyone metabolises the same way; a whiff of porridge would probably send my levels higher - or that matter anything with oats in. Even though your blood tests over six months may be 'excellent' how are you one or two hours after eating your current meals?,
66551,thread-129744,FreeStyle Libre,https://www.diabetes.co.uk/forum/threads/freestyle-libre.129744/,Nursingstudent_,"Nov 21, 2017",45,"4,445",post-1626793,stevieboy269,Type 1 Member,9,9,43.0,"Nov 22, 2017 at 10:22 AM",0,0,0,0,0,0,0,0,#27,I have been self funding the FL for nearly a year now by making sacrifices on other buying and like many have found it to be one of the best technological breakthroughs for diabetics in years (I have been T1 for over 40 years). The improvements in my health and quality of life have been enormous. Yes NHS UK have approved the use of the FL but it is still down to a person's local Clinical Commissioning Group to authorise it to be prescribed. That said I am absolutely amazed that the price of sensors hasn't changed in that time. In my working career I have been a buyer for different companies and would always negotiate the best price with suppliers. Why on earth aren't the NHS doing this with Abbott who supply the FL. I am sure if the price was lowered by Abbott they would sell more to be prescribed and let's face it it really comes down to money for CCG's as the proof of medical benefit and quality of life improvement is overwhelming. Just my thoughts but I am sure many of you will agree.,"Nursingstudent_ said: Hello everyone! I don't have diabetes, but as you can see by my name I am a nursing student and I study in the Netherlands. Currently, I am in my exam year and I have to do a research project about new innovations in the healthcare. Since this forum is global I wanted to reach out to a broad group of diabetics to make a world map and mark all the countries it's used in. My question is: Do you use the FreeStyle Libre and which country are you from? Also, is your FreeStyle Libre reimbursed or do you pay everything yourself + what do you pay? In The Netherlands, it's not reimbursed yet because of researches that are still going on. Users have to pay everything theirselves and the sensor costs 60 which you have to get twice a month and 20,- for 50 skintacs which are some sort of adhesives for the sensor to stick on the skin better. I would really appreciate your help and thank you all so much in advance! loves! Click to expand..."
100611,thread-114757,Freestyle libre sensor,https://www.diabetes.co.uk/forum/threads/freestyle-libre-sensor.114757/,Jackie100,"Jan 16, 2017",22,"4,256",post-1359221,Britishbob,Family member Active Member,40,7,48.0,"Jan 17, 2017 at 9:43 PM",0,0,0,0,0,0,0,0,#12,Ring the customer care line,Jackie100 said: Hi don't know if anyone has done this but I fitted my sensor on in the evening and overnight it must of bled a lot and tried to clean up around it and the sensor just came off and it had only been on like 12 hours I am so annoyed with the loss of 50 and can do nothing about it as it was strictly my fault Click to expand...
77905,thread-125347,Does insulin affect body Temp?,https://www.diabetes.co.uk/forum/threads/does-insulin-affect-body-temp.125347/,B17_Fan,"Aug 21, 2017",1,434,post-1539219,Kristin251,LADA Expert,"5,313","3,388",178.0,"Aug 22, 2017 at 12:55 AM",0,0,0,0,0,0,0,0,#2,"Hubby and I were just talking about this. I lovED the heat. After starting insulin I can't tolerate it. 80 and up I'm exhausted, headache, etc",
171837,thread-64959,Devastated and want to give up already!,https://www.diabetes.co.uk/forum/threads/devastated-and-want-to-give-up-already.64959/,Jilly986,"Sep 26, 2014",19,"1,288",post-641827,Jilly986,Type 1 Well-Known Member,86,81,58.0,"Sep 26, 2014 at 11:28 AM",0,0,0,0,0,0,0,0,#1,"Started LCHF on Monday. Weighed myself for first time today and gained a lb. The only carbs I've had have been veggies so how can this be? I felt as if I had lost weight or is this just psychological because I want this so much? I thought it was working. Now I'm sceptical because I haven't even started this 'keto flu'. I'm 47 years old, 5""2, goal is to lose 27 lbs which isn't really that much. Maybe LCHF isn't for me",
86069,thread-121386,Blood sugar can't lower it,https://www.diabetes.co.uk/forum/threads/blood-sugar-cant-lower-it.121386/,Robertpeck,"May 29, 2017",22,"11,630",post-1474642,Robertpeck,Type 2 Member,6,0,41.0,"May 29, 2017 at 8:25 PM",0,0,0,0,0,0,0,1,#7,I'm 37 diagnosed around 2 years my father was type 2my brother is type 1 been diagnosed since he was a teen around 30 years ago my doctors seem to be useless last time I was in hospital with a head injury they kept me in as blood sugar around 21 and ketones in urine I seem to have lost weight in the last 6 months weighing around 16 stone 6ft tall can't get away from the crazy cravings for cookies/chocolate at night time and I must drink 7-8 pints of water a day maybe more,
150574,thread-78739,Age related Macular Degeneration,https://www.diabetes.co.uk/forum/threads/age-related-macular-degeneration.78739/,Pinkorchid,"Jun 14, 2015",1,882,post-877045,catherinecherub,Guest,,,,"Jun 15, 2015 at 1:38 PM",0,0,0,0,0,0,0,0,#2,"There are some posts about it @Pinkorchid , http://www.diabetes.co.uk/forum/search/4562317/?q=macular+degeneration&o=date&c[node]=15 and I will bump your post up to see if anyone can help.",
3064,thread-164393,burry vison again,https://www.diabetes.co.uk/forum/threads/burry-vison-again.164393/,WackyJacky64,"May 18, 2019",10,335,post-2054150,,I reversed my Type 2 Expert,"8,208","4,944",198.0,"May 18, 2019 at 4:04 PM",1,0,0,0,0,0,0,0,#7,"@WackyJacky64 - It's oviously entirely your choice, but if I had unexplained blurred vision I would not be waiting two weeks to have someone look at it. A lot - good and bad - can happen in two weeks. If your optician won't see you, after an explanation, try another. My sight is extremely precious to me.",
48508,thread-140125,High BG: should one go to the hospital?,https://www.diabetes.co.uk/forum/threads/high-bg-should-one-go-to-the-hospital.140125/,DanisV,"Mar 27, 2018",9,922,post-1737162,DanisV,Type 1 Active Member,27,4,23.0,"Mar 27, 2018 at 9:06 AM",1,0,0,0,0,0,0,0,#1,"Hi people, I have one stupid question: if the blood sugar is more than 15 for like 3-4 Hrs should one go to the hospital or try to ""correct"" it at home? Sometimes correction takes time, it does not work immediately and/or sometimes the cannula has to be changed. When is the turning point when one should go to the hospital? Thanks in advance !",
10001,thread-162348,quick question on insulin vs carbs,https://www.diabetes.co.uk/forum/threads/quick-question-on-insulin-vs-carbs.162348/,gingerfluff,"Mar 16, 2019",11,463,post-2008801,bulkbiker,Type 2 Master,"12,683","9,684",298.0,"Mar 16, 2019 at 2:48 PM",0,0,0,0,0,0,0,0,#2,Eggs and bacon would be far more keto...cereal and toast cause almost everyone to spike.. T2's especially but obviously you too..,
236070,thread-22394,Hypo - where did I go wrong?,https://www.diabetes.co.uk/forum/threads/hypo-where-did-i-go-wrong.22394/,smidge,"Jul 5, 2011",18,"1,729",post-203029,smidge,LADA Well-Known Member,"1,755","1,980",178.0,"Jul 6, 2011 at 10:44 PM",0,0,0,0,0,0,0,0,#12,"Hi guys! Thanks for all the responses and advice. The cream was full fat and to be honest I've had trouble with some starch carbs raising my BG at 3 or 4 hours in the past (I'd forgotten about that ), so maybe I do need to consider more carefully how I take my Apidra dose. You're all also probably right that I need to chill out a bit about the odd spike - I spent a year misdiagnosed as Type 2 with my BG spiking very high whatever I ate, so I'm a bit paranoid about it. Perhaps the chocolate wasn't my brightest idea either, but it seemed too good an opportunity to miss :lol: Ah well, no real harm seems to have come of it. I guess I still have a lot to learn! Smidge",
18264,thread-160185,Urge to skip routine and live normal,https://www.diabetes.co.uk/forum/threads/urge-to-skip-routine-and-live-normal.160185/,kumar.neeraj,"Jan 12, 2019",28,"1,021",post-1962143,kevinfitzgerald,Type 1 Well-Known Member,668,"1,924",178.0,"Jan 13, 2019 at 7:38 PM",0,1,0,0,0,0,0,0,#29,Exactly.. Respect it but not to the point it rules your life..,"Scott-C said: Totally agree with that point, Kevin. We're not lab rats, so, while I do make a fair effort to stay in range as much as possible, I'm never going to say, ""I'm not going to eat that because it might put me out of range"". I'll play about with cgm and doses to figure how I can eat it without going too skew-whiff. If I end up with a 12 or whatever, it's not ""don't eat that again"", it's ""3 more units next time?"". Click to expand..."
111338,thread-108584,Is this normal?,https://www.diabetes.co.uk/forum/threads/is-this-normal.108584/,Emmar,"Sep 27, 2016",11,712,post-1260294,Emmar,Type 2 Well-Known Member,51,38,38.0,"Sep 27, 2016 at 7:15 PM",0,0,0,0,0,0,0,0,#1,"Hello. I am Type 2, diagnosed 9 years, diet controlled (badly) until 6 weeks ago when put on Metformin (500mg twice a day). I also eat lower carb. My levels have lowered but still higher than should be - recent HbA1c 7.6% down from 9%. So today I hadn't eaten a great amount, granola for brekkie and egg mayo lettuce wrap for lunch. At 4.40pm I suddenly felt panicky, dizzy, sweating. I think this was a false hypo - unfortunately I didn't have my meter with me so couldn't check my blood sugars. I ate 4 werthers sweets, a bit of a granola bar and a small sausage roll (all I could get my hands on). About 30 minutes after eating by bs was 7.2 - is there any way of extrapolating back to what my sugars were when I felt wobbly? So it's 2 hours later now and my sugars are now 11, but I still feel ill- I feel weak, nervous, and lightheaded - is this normal post hypo (I am aware this can't be a true hypo being type 2). If it's relevant I am pre menstrual. I have also stopped my citalopram medication after 10 years and started a different medication (venlafaxin) in the last 8 days. Any insight would be much appreciated. Thanks.",
56457,thread-135607,Ketoacidosis or Ketosis?,https://www.diabetes.co.uk/forum/threads/ketoacidosis-or-ketosis.135607/,slunnon,"Feb 7, 2018",36,"3,478",post-1692447,,Type 1 Moderator,"6,447","5,687",198.0,"Feb 8, 2018 at 1:22 PM",0,0,0,0,0,0,0,0,#24,"This is unhelpful advice - please note you are talking to a type 1 diabetic here, dietary advice is irrelevant.","paulus1 said: if its from diet i would up your carbs somewhat 30 is low. try 50-100 and see. obviously out of date strips are not to be trusted however they should not be that out by that much. i cant tell you not to eat the chocky stuff as ive had some serious munching chocolate events daily since christmas. but at 11 you need to stop, my porking has raised my bg by a unit. my lchf diet results at most about 2 in the ketones. i really do think a trip to your doctor is worth it. over 3 normally should be an urgent issue. more so if youreating sugar. Click to expand..."
115736,thread-105295,diabetes and disability,https://www.diabetes.co.uk/forum/threads/diabetes-and-disability.105295/,PhillDM,"Jul 27, 2016",18,"1,137",post-1215638,PhillDM,Family member Member,8,5,43.0,"Jul 27, 2016 at 1:26 PM",0,0,0,0,0,0,0,0,#3,"Thanks for your kind response. I didn't explain myself properly I don't think. I actually do administer insulin to my sister when I am with her but I live on the South coast & my sister lives in Yorkshire. Hence part of the problem. I have spoken with the diabetes team who have agreed to train a care company but it is social services saying that only registered nurses can administer insulin, but there are NHS documents on line setting out protocol to train care workers to administer insulin. Diabetes Uk have suggested an insulin pump but we have already been declined this option by my sisters diabetic team! Really we are banging our heads against a wall and we need a care company that can administer insulin if possible. Thanks again",
77198,thread-125543,How to go to bed safely (right now),https://www.diabetes.co.uk/forum/threads/how-to-go-to-bed-safely-right-now.125543/,Antje77,"Aug 25, 2017",15,695,post-1542963,mytype1.life,Type 1 Well-Known Member,455,307,103.0,"Aug 25, 2017 at 11:18 PM",0,0,0,0,0,1,0,0,#7,"Goodnight, let us know how you are tomorrow",
234025,thread-23915,re drinks,https://www.diabetes.co.uk/forum/threads/re-drinks.23915/,kathy2363,"Sep 11, 2011",8,"1,726",post-218145,Gappy,Well-Known Member,484,33,48.0,"Sep 11, 2011 at 3:20 PM",0,0,0,0,0,0,0,0,#4,"Hmmm, no added sugar means no extra is added but there may be a lot of natural sugar. I'm not one to get paranoid over food and drink but have cut out something from some magazine that says per 100g -15g of sugar is a lot and 5g or less is a little. That is a simple guide as far as i'm concerned simple is best! And what the hell treat yourself every now and then anyway.",
168993,thread-66466,I like crisps! Is this bad for my health?,https://www.diabetes.co.uk/forum/threads/i-like-crisps-is-this-bad-for-my-health.66466/,Administrator,"Oct 27, 2014",46,"3,375",post-663613,this is too difficult two,Don't have diabetes Well-Known Member,852,779,133.0,"Oct 27, 2014 at 8:51 PM",2,0,0,0,0,0,0,0,#15,If we can convince him? think about that. If we abuse him he will leave.,
75696,thread-118715,Cant Figure out my diagnosis--may be a unique case,https://www.diabetes.co.uk/forum/threads/cant-figure-out-my-diagnosis-may-be-a-unique-case.118715/,xaini29,"Apr 2, 2017",18,"1,539",post-1430079,xaini29,Other Member,10,3,43.0,"Apr 3, 2017 at 11:57 AM",1,0,0,0,0,0,0,0,#17,"I am loosing like 30 bg points for a 15 minutes walk If i am doing gym, i loose around 60-70 points, however it doesn't go below 85 for last 15 days i am checking If i eat high carb it will go around 80-90( post workout) If i eat low carb it will stay in 105-110(post workout)",Mep said: I'm one that goes lower the more activity I do. So I have to plan my activity by taking less insulin. If I do unplanned activity that's when I get in trouble. I basically find myself having to eat more to keep my sugar level up. Click to expand...
